Polarity,Text
Negative,زى الخره هو انا بحمل تطبيق ولاانا بعقدنفسي تطبيق معقدابن وسخه مابيفتحش كله عقد اي تطبيق مبتدئ احسن منكم ياحرامية ىانصابين ٣مرات وراء بعض احمله وامسحه ومايشتغلش ربنا ينتقم منكو ىعني ايه احدث اصدار انتم بتعقدونا ليه.ويعنى ايه المسح الخره الى على دماغكو ىازباله فايبراوسخ تطبيق
Negative,لدي مشكله انا ادخل الرقم لتفعيل الفايبر ولاكن دون جدوا لاياتي رقم التفعيل ع الرسائل ولا يوجد هناك اتصال والاتصال متاح لمرتين فقط في اليوم انا احاول منذ 3 ايام الرجاء حلو هذا المشكله
Negative,الرجاء من القائين علي البرنامج حل مشكله تكرار الاسماء في فايبر كل جهات الاتصال مكرره كل اسم لهو 3 نسخ وغير مكرر علي جهات اتصال الجهاز الرجاء حل المشكله البرنامج اصبح زفت بهذا الصوره
Negative,الفايبر كان زمان لابد من مواكبة التطورات الأخيرة للبرامج الثانية اجعلوه علي اقل سرعة انترنت يعمل جيدا حتي تستقطبوا اكبر قدر من المشاركين
Negative,فعلا الفايبر مش زي الاول وانا بفكر جديا اني اشوف حاجه ثانية النت موجود وكل واحد يتصل بيه لا يوجد رنين وكذلك المتصل يبلغني اني خارج الخدمه حاجه غريبه ومش لاقي حل لاغيته وحملته من جديد ومفيش فايده اعمل ايه حد يقولي ايه اللي حصل للفيبر كان ممتاز
Positive,تقييمي بعد التحديث أصبح أكثر وضوحا للمكالمات العادية اما بالنسبة للمكالمات الفيديو غير جيد
Positive,جید فایبر جید جدا لکن بعد التحدیث لا تظهر ای صور ولا تحمل ای صوره اوفیدیو ولا ترسل ای صوره ارجو التعدیل وحل المشکله لو حد عنده نفس المشکله او عنده حل ارجو المساعده
Positive,السلام وعليكم انا عندي مشكله كل ما اتخيل رقم بدينى خط في الاتصال بليس حلو لي المشكلة دي
Positive,التحديث الأخير سيئ التحديث الأخير بتاريخ 21/7/2016 سيئ ، نرجوا المتابعة والعمل ع تصحيحه
Positive,ممتاز جدا جدا .لكن الصوت بقطع احيانا .يرجى معالجة هذه المشكلة.
Positive,انه رائع نحن نريد المزيد المزيد المزيد المزيد المزيد
Positive,العراق برنامج رووعه لكن ينقصه تسجيل الخروج والدخول لو اضفتوو هل شي بتكونوو فضلتو علينا
Positive,روما / إيطاليا من أجمل مواقع التواصل الإجتماعي عبر الإنترنت بالصوت والصورة والرسائل .
Positive,شكرا السلام وعليكم ورحمة الله وبركاته كل الشكر والتقدير على هذا البرنامج الرائع
Positive,حمص جدة جيد جدا جدا اتمنا الجميع يكون عندو تحياتي لكم
Positive,علي الماجدي الحسيني برنامج رائع ويستحق خمسة نجوم
Positive,فضل باجلاني برامج حلو يستاهل تثبيت تحميله يستاهل 100نجمة
Positive,جيد شكرا لكل القيمين على هذا البرنامج الرائع. كان وضع البرنامج أفضل والصوت كان أوضح سابقا. يبقى ضمن أهم برامج الصوت والصورة رغم التعثر الخفيف الذي ظهر بعد التحديث الأخير. أتمنى كل التوفيق لمطورين هذا البرنامج العالمي.
Positive,هو برنامج جميل كان شغال معايا على الأيفون كويس قوى بس. لما اشتريت تاب وشغلته عليه فتح وإتثبت بس يكتب يوجد مشكله وميشتغلش معايا خالص مكلمات ولا رسايل ولا اى حاجه وحدثته اكتر. من مره يعنى هو ده عيب ايه
Positive,حلو بس ياريت تعملو اشاره انو الشخص عليه مشغول او غير مشغول حتي ما يطر الواحد يعمل اتصال ويكتبلي الشبكه غير متاحه مو مفهوم بيكون الطرف التاني بيكلم او لا
Positive,ممتاز ورائع جدا.. ولقد لاحظت مؤخراً أن الخدمة قد تحسنت كثيراً عن السابق وأنه قد تم التعامل مع كل السلبيات.. وأتمنى الحفاظ على هذا المستوى الرائع
Positive,يعمل جيدا جميع برامج الاتصالات تعتمد على سرعتة الانترنت وبالتالي عند استخدام الفايبر استخدم اتصال 3G لتضمن اتصال ممتاز . ثم عد الى واي فاي للمراسلة.. طبقوا ذلك على جميع برامج الاتصالات الصوتية الا ان كان اتصالك بالواي فاي سريع.. يرجى العلم ان جميع برامج الاتصالات الصوتية (كلها بلا استثناء) لا تعمل في السعودية
Positive,هو كويس بس في حاجه لم بكتب رساله وارسلها تعلق تاخد وقت لحد متوصل لصديقي البدردش معاه معا ان النت قوي جدا فرجاء عمل الازم وتصليح الخطأ وڜكرا
Positive,الرأي البرنامج في غاية الروعة وخدمي جدا ويستحق التقييم الجيد شكرا لكل من ساهم في عمله واضافة اهم ميزة وهي اتصال فيديو الان اصبح فايبر الاول عن كل البرامج…
Positive,تم حل مشاكل البرنامج يا جماعة كل المشاكل تم حلها الان .... بالتوفيق للجميع
Positive,روعة جدا جدا جدا جدا جدا. بس فى مشكلة اننا لما نفتح الكاميرا فيديو بتقفل لوحدها
Positive,عراقية وافتخر البرنامج حلو بس اكو مشكلة انو لمن نتراسل اكتب شي او يرسل شي ممكن حل المشكلة
Positive,ابن،سينا رمضان كريم عليكم ياخواني، عندي مشكله ما يتفعل،فايبر يريد،صدارحديث 2016 الرررررجاء، سؤن تحديث جديد وشكرا على الجميع
Positive,جزائرية وأفتخر ولي مو عاجبو ينتحر رووووعععععععععة صح رمضانكم كل عام وأنتم بخير أكترو الصلاة على النبي
Positive,خمسه نجوم جميل جدا والصوت واضح وقوي بس اوقات في مناطق مختلفه بيبقي ضعيف والصوت مش واضح برجاء. حل هذه المشكله اذا امكن ذلك
Positive,مصر منيل شيحه جيزه بصراحه جميل وصوت نقي بس فيه بعض الاوقات بسمع صوتي بعد ما بتكلم والصوت واطي شويه
Positive,شكرآ يافايبر ممتاز جدآ جدآ جدآ انا عن نفسي اكتفيت بيه وحذفت برامج الاتصال التانيه لأن الفايبر يستحق كل الثقه( شكرآ فريق عمل فايبر)
Positive,واووووووو رائع جدا ولكن بعض الاشخاص لا يمكن الاتصال عليهم بالفيديو كما ان بعض الاحيان يعطي اتصال فقط دون رنين
Positive,اتمنى ان يكون زي زمان مكالمات وفديو وكان التواصل فيه جيد جدا واشكر الذين ساهموا في هذا البرنامج الرائع لخدمة التواصل الاجتماعي..راجيا احترام الخصوصية ..مع تمنياتي لهم بالتوفيق .
